legacy_url,source_type,source_key,decision_id,target_entity_type,target_entity_key,target_wp_id,confidence,status,notes
https://puertasyserviciosindustriales.com/1500-revolving-door.php,page,php:1500-revolving-door.php,Q04,psi_producto,static:1500-revolving-door.php,0,STRONG_INFERENCE,RESOLVED_NO_PAGE,"Q04: contenido ya es el producto static:1500-revolving-door.php; no se crea Page independiente."
https://puertasyserviciosindustriales.com/accesorios.php,page,php:accesorios.php,Q01,psi_producto,sql:productos:27,0,STRONG_INFERENCE,RESOLVED_NO_PAGE,"Q01: contenido de accesorios.php ya es propiedad de sql:productos:27 (Q02); no se crea Page independiente."
https://puertasyserviciosindustriales.com/accesspro-fs1000speed.php,page,php:accesspro-fs1000speed.php,,,,0,STRONG_INFERENCE,KEEP_REVIEW,"Clasificación PRODUCT_PAGE: conservar evidencia/URL; definir dueño sin duplicar producto, archivo o Page."
https://puertasyserviciosindustriales.com/automatismos-para-cancelas-cubic.php,page,php:automatismos-para-cancelas-cubic.php,Q04,psi_producto,static:automatismos-para-cancelas-cubic.php,0,STRONG_INFERENCE,RESOLVED_NO_PAGE,"Q04: contenido ya es el producto static:automatismos-para-cancelas-cubic.php; no se crea Page independiente."
https://puertasyserviciosindustriales.com/barreras-estacionamiento-moovi50rm.php,page,php:barreras-estacionamiento-moovi50rm.php,,,,0,STRONG_INFERENCE,KEEP_REVIEW,"Clasificación PRODUCT_PAGE: conservar evidencia/URL; definir dueño sin duplicar producto, archivo o Page."
https://puertasyserviciosindustriales.com/bft-resp.php,page,php:bft-resp.php,,,,0,CONFIRMED,KEEP_REVIEW,"Clasificación BRAND_PAGE: conservar evidencia/URL; definir dueño sin duplicar producto, archivo o Page."
https://puertasyserviciosindustriales.com/bft.php,page,php:bft.php,Q01,psi_marca,brand:12,0,CONFIRMED,RESOLVED_NO_PAGE,"Q01: contenido ya representado por brand:12; no se crea Page independiente."
https://puertasyserviciosindustriales.com/bix-al-antena-externa-433-mhz.php,page,php:bix-al-antena-externa-433-mhz.php,Q04,psi_producto,static:bix-al-antena-externa-433-mhz.php,0,STRONG_INFERENCE,RESOLVED_NO_PAGE,"Q04: contenido ya es el producto static:bix-al-antena-externa-433-mhz.php; no se crea Page independiente."
https://puertasyserviciosindustriales.com/blindadas.php,page,php:blindadas.php,Q01,psi_categoria,category:32,0,CONFIRMED,RESOLVED_NO_PAGE,"Q01: contenido ya representado por category:32; no se crea Page independiente."
https://puertasyserviciosindustriales.com/blue-giant.php,page,php:blue-giant.php,Q01,psi_marca,brand:4,0,CONFIRMED,RESOLVED_NO_PAGE,"Q01: contenido ya representado por brand:4; no se crea Page independiente."
https://puertasyserviciosindustriales.com/centros-comerciales.php,page,php:centros-comerciales.php,Q01,psi_categoria,category:19,0,CONFIRMED,RESOLVED_NO_PAGE,"Q01: contenido ya representado por category:19; no se crea Page independiente."
https://puertasyserviciosindustriales.com/clopay.php,page,php:clopay.php,Q01,psi_marca,brand:3,0,CONFIRMED,RESOLVED_NO_PAGE,"Q01: contenido ya representado por brand:3; no se crea Page independiente."
https://puertasyserviciosindustriales.com/coleccion-classic.php,page,php:coleccion-classic.php,Q01,psi_producto,sql:productos:9,0,STRONG_INFERENCE,RESOLVED_NO_PAGE,"Q01: contenido de coleccion-classic.php ya es propiedad de sql:productos:9 (Q02); no se crea Page independiente."
https://puertasyserviciosindustriales.com/coleccion-modern-steel.php,page,php:coleccion-modern-steel.php,,,,0,STRONG_INFERENCE,KEEP_REVIEW,"Clasificación PRODUCT_PAGE: conservar evidencia/URL; definir dueño sin duplicar producto, archivo o Page."
https://puertasyserviciosindustriales.com/com-programadores-digitales-y-rotativos.php,page,php:com-programadores-digitales-y-rotativos.php,Q04,psi_producto,static:com-programadores-digitales-y-rotativos.php,0,STRONG_INFERENCE,RESOLVED_NO_PAGE,"Q04: contenido ya es el producto static:com-programadores-digitales-y-rotativos.php; no se crea Page independiente."
https://puertasyserviciosindustriales.com/comercial.php,page,php:comercial.php,Q01,psi_categoria,category:2,0,CONFIRMED,RESOLVED_NO_PAGE,"Q01: contenido ya representado por category:2; no se crea Page independiente."
https://puertasyserviciosindustriales.com/contra-exposion.php,page,php:contra-exposion.php,Q01,psi_categoria,category:31,0,CONFIRMED,RESOLVED_NO_PAGE,"Q01: contenido ya representado por category:31; no se crea Page independiente."
https://puertasyserviciosindustriales.com/contra-incendio.php,page,php:contra-incendio.php,,,,0,CONFIRMED,KEEP_REVIEW,"Clasificación CATEGORY_PAGE: conservar evidencia/URL; definir dueño sin duplicar producto, archivo o Page."
https://puertasyserviciosindustriales.com/cortina-de-seguridad-670.php,page,php:cortina-de-seguridad-670.php,Q01,psi_producto,sql:productos:97,0,STRONG_INFERENCE,RESOLVED_NO_PAGE,"Q01: contenido de cortina-de-seguridad-670.php ya es propiedad de sql:productos:97; no se crea Page independiente."
https://puertasyserviciosindustriales.com/cortina-de-seguridad-671.php,page,php:cortina-de-seguridad-671.php,Q01,psi_producto,sql:productos:98,0,STRONG_INFERENCE,RESOLVED_NO_PAGE,"Q01: contenido de cortina-de-seguridad-671.php ya es propiedad de sql:productos:98; no se crea Page independiente."
https://puertasyserviciosindustriales.com/cortina-en-aluminio-serie-511-521.php,page,php:cortina-en-aluminio-serie-511-521.php,,,,0,STRONG_INFERENCE,KEEP_REVIEW,"Clasificación PRODUCT_PAGE: conservar evidencia/URL; definir dueño sin duplicar producto, archivo o Page."
https://puertasyserviciosindustriales.com/cortina-europea.php,page,php:cortina-europea.php,,,,0,STRONG_INFERENCE,KEEP_REVIEW,"Clasificación PRODUCT_PAGE: conservar evidencia/URL; definir dueño sin duplicar producto, archivo o Page."
https://puertasyserviciosindustriales.com/cortina-plana.php,page,php:cortina-plana.php,,,,0,STRONG_INFERENCE,KEEP_REVIEW,"Clasificación PRODUCT_PAGE: conservar evidencia/URL; definir dueño sin duplicar producto, archivo o Page."
https://puertasyserviciosindustriales.com/cortina-serie-600.php,page,php:cortina-serie-600.php,,,,0,STRONG_INFERENCE,KEEP_REVIEW,"Clasificación PRODUCT_PAGE: conservar evidencia/URL; definir dueño sin duplicar producto, archivo o Page."
https://puertasyserviciosindustriales.com/cortina-serie-610.php,page,php:cortina-serie-610.php,Q01,psi_producto,sql:productos:95,0,STRONG_INFERENCE,RESOLVED_NO_PAGE,"Q01: contenido de cortina-serie-610.php ya es propiedad de sql:productos:95; no se crea Page independiente."
